Address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
"Unincorporated - West Puente Valley, CA",34.031415,-117.93647,0.8,place,,,,,"West Puente Valley",CA,"Los Angeles County",91744,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Industry,0636490,407802,1003,1,060374078021003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - West Rancho Dominguez, CA",33.874815,-118.240208,0.9,place,,,,,"Rancho Dominguez",CA,"Los Angeles County",90220,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Compton,0615044,543202,4036,4,060375432024036,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - West Whittier/Los Nietos, CA",33.977272,-118.066363,0.8,place,,,,,"West Whittier",CA,"Los Angeles County",90606,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"West Whittier-Los Nietos",0684921,502200,4009,4,060375022004009,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Westfield/Academy Hills, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Unincorporated - Westhills, CA",33.786594,-118.298662,1,place,,,,,"West Hills",CA,"Los Angeles County",91308,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Los Angeles",0644000,294421,1002,1,060372944211002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - White Fence Farms, CA",33.993396,-118.465193,0.67,place,,,,,Venice,CA,"Los Angeles County",90291,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Los Angeles",0644000,273200,4007,4,060372732004007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Whittier, CA",34.004311,-118.0441,1,place,,,,,Whittier,CA,"Los Angeles County",90601,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Rose Hills",0662860,500300,1126,1,060375003001126,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Whittier Narrows, CA",34.004311,-118.0441,1,place,,,,,Whittier,CA,"Los Angeles County",90601,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Rose Hills",0662860,500300,1126,1,060375003001126,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Willowbrook, CA",33.91613,-118.23146,0.9,place,,,,,Willowbrook,CA,"Los Angeles County",90222,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Willowbrook,0685614,541400,1011,1,060375414001011,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Wiseburn, CA",37.155177,-119.543418,1,state,,,,,,CA,,,US,"US Census Bureau",,,,,,,,,,,,
